time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1994-12-28T20:52:25.830Z,40.094,142.687,21.9,6.2,mw,,,,0.9,us,usp0006qja,2022-04-28T17:19:22.460Z,"80 km NE of Miyako, Japan",earthquake,,,,,reviewed,us,hrv
1994-12-28T12:19:23.030Z,40.525,143.419,26.5,7.8,mw,,,,1.1,us,usp0006qh3,2022-04-28T17:19:03.747Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
1994-11-15T20:39:37.250Z,47.451,154.927,12.4,6,mw,,,,1.2,us,usp0006npu,2022-04-28T17:20:44.497Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1994-10-25T00:54:34.300Z,36.359,70.957,238.7,6,mwb,,,,1,us,usp0006mnt,2022-04-28T17:30:12.260Z,"57 km S of Jurm, Afghanistan",earthquake,,,,,reviewed,us,us
1994-10-16T05:10:00.930Z,45.749,149.167,116.6,6.7,mw,,,,0.9,us,usp0006m6j,2022-04-28T17:29:59.345Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1994-10-09T08:48:55.130Z,43.861,148.063,35.8,6.1,ms,,,,0.9,us,usp0006kuh,2022-04-28T17:29:34.933Z,"east of the Kuril Islands",earthquake,,,,1,reviewed,us,us
1994-10-09T07:55:39.580Z,43.905,147.916,33,7.3,mw,,,,0.9,us,usp0006ku9,2022-04-28T17:29:24.423Z,"96 km E of Shikotan, Russia",earthquake,,,,,reviewed,us,hrv
1994-10-07T03:25:58.120Z,41.662,88.753,0,6,mb,,,,0.9,us,usp0006kqc,2014-11-07T00:56:28.836Z,"147 km SSW of Turpan, China",nuclear explosion,,,,138,reviewed,us,us
1994-10-05T20:39:48.420Z,43.954,147.336,40,6.1,mw,,,,0.9,us,usp0006kmp,2022-04-28T17:28:58.703Z,"52 km ENE of Shikotan, Russia",earthquake,,,,,reviewed,us,hrv
1994-10-05T20:37:29.310Z,43.592,147.449,13.2,6,mw,,,,0.9,us,usp0006kmm,2022-04-28T17:28:57.563Z,"62 km ESE of Shikotan, Russia",earthquake,,,,,reviewed,us,hrv
1994-10-04T19:16:28.980Z,43.774,147.504,34.9,6,mb,,,,0.9,us,usp0006kg4,2022-04-28T17:28:05.813Z,"63 km E of Shikotan, Russia",earthquake,,,,140,reviewed,us,us
1994-10-04T18:09:39.630Z,43.66,147.445,32.7,6,ms,,,,0.9,us,usp0006kfs,2022-04-28T17:28:03.866Z,"60 km ESE of Shikotan, Russia",earthquake,,,,6,reviewed,us,us
1994-10-04T16:06:20.640Z,43.43,147.902,17.7,6,mb,,,,1.3,us,usp0006ket,2022-04-28T17:28:00.321Z,"103 km ESE of Shikotan, Russia",earthquake,,,,74,reviewed,us,us
1994-10-04T16:01:02.470Z,43.706,147.991,15.5,6.3,mb,,,,0.9,us,usp0006ker,2022-05-09T19:12:47.057Z,"102 km E of Shikotan, Russia",earthquake,,,,134,reviewed,us,us
1994-10-04T15:24:15.980Z,43.526,147.908,19.5,6.3,mb,,,,1,us,usp0006keg,2022-05-09T19:12:45.437Z,"100 km ESE of Shikotan, Russia",earthquake,,,,112,reviewed,us,us
1994-10-04T13:42:52.310Z,43.788,147.187,61.2,6.1,mb,,,,1.2,us,usp0006kdr,2022-04-28T17:22:20.806Z,"37 km E of Shikotan, Russia",earthquake,,,,74,reviewed,us,us
1994-10-04T13:22:55.840Z,43.773,147.321,14,8.3,mw,,,,0.9,us,usp0006kdp,2022-04-28T17:22:14.274Z,"48 km E of Shikotan, Russia",earthquake,,4.7,,,reviewed,us,hrv
1994-08-31T09:07:25.930Z,43.719,146.013,76,6.2,mw,,,,0.9,us,usp0006hr0,2022-04-28T17:35:29.790Z,"36 km SSE of Yuzhno-Kurilsk, Russia",earthquake,,,,,reviewed,us,hrv
1994-08-28T18:37:20.670Z,44.783,150.061,18.6,6.6,mw,,,,1.2,us,usp0006hm5,2022-04-28T17:35:14.941Z,"179 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1994-08-21T15:55:59.210Z,56.761,117.9,12.3,6,mw,,,,1,us,usp0006h9t,2022-04-28T17:34:41.899Z,"25 km WSW of Novaya Chara, Russia",earthquake,,,,,reviewed,us,hrv
1994-08-20T04:38:50.570Z,44.656,149.176,24.4,6.2,mw,,,,1.1,us,usp0006h73,2022-04-28T17:34:29.502Z,"120 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1994-08-18T04:42:57.380Z,44.767,150.158,14.7,6.6,mw,,,,1.1,us,usp0006h3e,2022-04-28T17:34:17.704Z,"186 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1994-08-14T01:31:12.940Z,44.694,150.011,19,6.3,mwb,,,,1.1,us,usp0006gxk,2022-04-28T17:34:02.581Z,"178 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,us
1994-08-14T00:46:20.440Z,44.709,150.103,16.9,6,mw,,,,1,us,usp0006gxh,2022-04-28T17:34:01.370Z,"184 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1994-07-21T18:36:31.740Z,42.34,132.865,471.4,7.3,mw,,,,0.9,us,usp0006fyv,2022-04-28T17:37:26.419Z,"46 km SSW of Vrangel’, Russia",earthquake,,,,,reviewed,us,hrv
1994-06-30T09:23:21.350Z,36.326,71.13,226.6,6.3,mwb,,,,0.9,us,usp0006f08,2022-04-28T17:40:52.487Z,"Afghanistan-Tajikistan-Pakistan region",earthquake,,,,,reviewed,us,us
1994-05-18T03:54:00.550Z,44.727,149.401,26,6.2,mw,,,,1,us,usp0006cr7,2022-04-28T17:42:21.178Z,"132 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1994-05-01T12:00:35.760Z,36.901,67.163,18.5,6.1,mwb,,,,1.1,us,usp0006bvu,2022-04-28T17:40:53.960Z,"Central Afghanistan",earthquake,,,,,reviewed,us,us
1994-04-08T01:10:40.840Z,40.608,143.683,13.3,6.4,mwb,,,,1,us,usp0006at4,2022-04-28T17:44:22.728Z,"182 km NE of Miyako, Japan",earthquake,,,,,reviewed,us,us
1993-11-17T11:18:51.620Z,51.816,158.659,33.2,6,mwb,,,,0.9,us,usp00063u1,2022-04-28T17:56:17.587Z,"125 km S of Vilyuchinsk, Russia",earthquake,,,,,reviewed,us,us
1993-11-13T01:18:04.180Z,51.934,158.647,34,7,mw,,,,1,us,usp00063mj,2022-04-28T17:56:10.510Z,"112 km S of Vilyuchinsk, Russia",earthquake,,,,,reviewed,us,hrv
1993-10-11T15:54:21.240Z,32.02,137.832,350.7,6.9,mw,,,,1,us,usp00061tu,2022-04-28T17:57:55.941Z,"256 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,hrv
1993-10-02T08:42:32.710Z,38.19,88.663,14.1,6.1,mw,,,,1.1,us,usp00061c7,2022-04-28T17:56:45.450Z,"southern Xinjiang, China",earthquake,,,,,reviewed,us,hrv
1993-09-18T05:02:27.010Z,36.421,71.592,112.6,6.3,mwb,,,,1,us,usp00060ju,2022-04-28T18:00:53.553Z,"29 km S of Ashk?sham, Afghanistan",earthquake,,,,,reviewed,us,us
1993-09-04T11:38:38.930Z,36.429,70.812,194.5,6,mw,,,,1,us,usp0005zr9,2022-04-28T17:59:31.175Z,"48 km S of Jurm, Afghanistan",earthquake,,,,,reviewed,us,hrv
1993-08-09T12:42:48.190Z,36.379,70.868,214.5,7,mwb,,,,1.2,us,usp0005y6k,2022-04-28T18:03:08.046Z,"53 km S of Jurm, Afghanistan",earthquake,,,,,reviewed,us,us
1993-08-09T11:38:30.530Z,36.436,70.711,204.2,6.4,mwb,,,,1,us,usp0005y6e,2022-04-28T18:03:02.163Z,"48 km SSW of Jurm, Afghanistan",earthquake,,,,,reviewed,us,us
1993-08-07T19:42:41.910Z,41.985,139.839,13.8,6.5,mwb,,,,0.9,us,usp0005y2x,2022-04-28T18:02:38.287Z,"69 km WNW of Kamiiso, Japan",earthquake,,,,,reviewed,us,us
1993-07-12T16:01:07.170Z,42.825,139.288,28.5,6,mb,,,,1.1,us,usp0005w1z,2022-04-28T18:07:06.778Z,"101 km W of Iwanai, Japan",earthquake,,,,147,reviewed,us,us
1993-07-12T14:45:05.570Z,43.124,139.183,33,6.3,ms,,,,1.1,us,usp0005w1f,2022-04-28T18:07:01.207Z,"109 km W of Iwanai, Japan",earthquake,,,,4,reviewed,us,us
1993-07-12T13:17:11.960Z,42.851,139.197,16.7,7.7,mw,,,,1,us,usp0005w12,2022-04-28T18:06:42.334Z,"107 km W of Iwanai, Japan",earthquake,,,,,reviewed,us,hrv
1993-06-12T20:33:25.700Z,51.259,157.692,44.2,6.3,mwb,,,,0.9,us,usp0005ufc,2022-04-28T18:08:57.847Z,"87 km ESE of Ozernovskiy, Russia",earthquake,,,,,reviewed,us,us
1993-06-08T13:03:36.480Z,51.218,157.829,70.6,7.5,mw,,,,1,us,usp0005u7b,2022-04-28T18:08:28.609Z,"97 km ESE of Ozernovskiy, Russia",earthquake,,,,,reviewed,us,hrv
1993-03-25T07:08:18.930Z,41.8,143.467,33.9,6,mw,,,,0.8,us,usp0005q39,2022-04-28T18:19:29.035Z,"108 km ESE of Shizunai-furukawach?, Japan",earthquake,,,,,reviewed,us,hrv
1993-02-07T13:27:42.010Z,37.634,137.245,10.6,6.6,mwb,,,,0.9,us,usp0005mrp,2022-04-28T18:19:58.690Z,"69 km NNE of Nanao, Japan",earthquake,,,,,reviewed,us,us
1993-01-19T14:39:26.170Z,38.649,133.465,448.3,6.6,mwb,,,,0.9,us,usp0005kz3,2022-04-28T18:23:21.940Z,"Sea of Japan",earthquake,,,,,reviewed,us,us
1993-01-15T11:06:05.950Z,43.3,143.691,102.2,7.6,mw,,,,1.5,us,usp0005ktj,2022-04-28T18:22:39.390Z,"52 km NE of Otofuke, Japan",earthquake,,,,,reviewed,us,hrv
1993-01-15T11:06:01.960Z,42.982,144.165,112.3,6.1,mb,,,,0.9,us,usp0005kth,2022-04-28T18:22:33.262Z,"17 km W of Kushiro, Japan",earthquake,,,,113,reviewed,us,us
1992-12-19T12:14:22.080Z,51.906,158.411,53,6.1,mwb,,,,0.9,us,usp0005jgz,2022-04-28T18:26:14.281Z,"114 km S of Vilyuchinsk, Russia",earthquake,,,,,reviewed,us,us
1992-12-07T02:11:42.390Z,43.949,147.145,45.2,6,mw,,,,1,us,usp0005hx6,2022-04-28T18:25:18.801Z,"37 km ENE of Shikotan, Russia",earthquake,,,,,reviewed,us,hrv
1992-10-23T23:19:45.200Z,42.589,45.104,16.4,6.4,mw,,,,1,us,usp0005ftd,2022-04-28T18:33:59.208Z,"38 km ESE of St’epants’minda, Georgia",earthquake,,,,,reviewed,us,hrv
1992-08-29T19:19:05.590Z,33.19,137.975,289.4,6.3,mw,,,,0.8,us,usp0005d9b,2022-04-28T18:40:42.735Z,"158 km S of ?yama, Japan",earthquake,,,,,reviewed,us,hrv
1992-08-24T06:59:39.910Z,41.977,140.66,120.5,6.2,mwb,,,,0.8,us,usp0005cz6,2022-04-28T18:40:07.546Z,"9 km NNW of Honch?, Japan",earthquake,,,,,reviewed,us,us
1992-08-19T03:20:27.940Z,42.104,73.237,18.5,6.6,ms,,,,1.1,us,usp0005cq6,2022-04-28T18:39:38.420Z,"35 km NE of Toktogul, Kyrgyzstan",earthquake,,,,15,reviewed,us,us
1992-08-19T03:12:04.970Z,42.107,73.264,21.1,6.3,ms,,,,1,us,usp0005cq5,2022-04-28T18:39:37.338Z,"37 km NE of Toktogul, Kyrgyzstan",earthquake,,,,5,reviewed,us,us
1992-08-19T02:12:57.480Z,42.1,73.543,33,6.1,mb,,,,1.2,us,usp0005cq1,2020-08-29T01:45:13.177Z,"55 km ENE of Toktogul, Kyrgyzstan",earthquake,,,,21,reviewed,us,us
1992-08-19T02:04:37.410Z,42.142,73.575,27.4,7.3,mwb,,,,1.1,us,usp0005cq0,2022-04-28T18:39:36.224Z,"60 km ENE of Toktogul, Kyrgyzstan",earthquake,,,,,reviewed,us,us
1992-08-11T15:14:55.130Z,32.536,141.641,15.5,6.4,mwb,,,,1.1,us,usp0005ca9,2022-04-28T18:39:17.758Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1992-07-29T04:30:47.720Z,39.495,143.501,15.9,6.2,mwb,,,,1.1,us,usp0005bnv,2022-04-28T18:42:39.461Z,"133 km E of Yamada, Japan",earthquake,,,,,reviewed,us,us
1992-07-18T21:18:57.480Z,39.324,143.011,36.7,6,mw,,,,1.3,us,usp0005b35,2022-04-28T18:42:17.933Z,"92 km E of Yamada, Japan",earthquake,,8.1,,,reviewed,us,hrv
1992-07-18T13:56:54.480Z,39.48,142.956,27.2,6.1,mwb,,,,1,us,usp0005b2b,2022-04-28T18:42:09.459Z,"86 km E of Yamada, Japan",earthquake,,,,,reviewed,us,us
1992-07-18T10:20:11.940Z,39.436,143.026,26.7,6.4,mw,,,,1,us,usp0005b1s,2022-04-28T18:41:58.727Z,"92 km E of Yamada, Japan",earthquake,,,,,reviewed,us,hrv
1992-07-18T08:39:05.790Z,39.675,143.027,34.7,6.1,mb,,,,1.2,us,usp0005b1d,2022-05-09T19:15:03.916Z,"93 km E of Miyako, Japan",earthquake,,,,32,reviewed,us,us
1992-07-18T08:36:58.700Z,39.419,143.33,28.6,6.9,mw,,,,1,us,usp0005b1c,2022-04-28T18:41:57.117Z,"118 km E of Yamada, Japan",earthquake,,,,,reviewed,us,hrv
1992-07-13T15:34:04.580Z,51.171,157.626,45.1,6.2,mw,,,,1,us,usp0005at1,2022-04-28T18:41:05.132Z,"86 km ESE of Ozernovskiy, Russia",earthquake,,,,,reviewed,us,hrv
1992-07-12T11:08:55.360Z,41.457,142.031,63.8,6.2,mw,,,,0.9,us,usp0005aqu,2022-04-28T18:41:00.806Z,"70 km ENE of Mutsu, Japan",earthquake,,,,,reviewed,us,hrv
1992-07-10T09:31:27.590Z,44.695,149.482,19.9,6.5,mw,,,,1,us,usp0005am7,2022-04-28T18:40:56.503Z,"139 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1992-06-16T05:51:03.740Z,45.704,142.263,316.6,6,mw,,,,0.9,us,usp000596d,2022-04-28T18:44:20.049Z,"50 km NE of Makubetsu, Japan",earthquake,,,,,reviewed,us,hrv
1992-05-29T21:52:26.860Z,31.17,141.731,18.6,6,mw,,,,1.1,us,usp00058ck,2022-04-28T18:48:21.320Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1992-05-21T04:59:57.570Z,41.604,88.813,0,6.5,mb,,,,0.8,us,usp00057t0,2014-11-07T00:50:40.114Z,"152 km SSW of Turpan, China",nuclear explosion,,,,121,reviewed,us,us
1992-05-20T12:20:32.850Z,33.377,71.317,16.3,6.3,mwb,,,,1.1,us,usp00057rv,2022-04-28T18:47:43.125Z,"2 km WSW of Lachi, Pakistan",earthquake,,,,,reviewed,us,us
1992-05-15T08:08:02.990Z,41.019,72.429,49.5,6.2,ms,,,,1,us,usp00057d4,2022-04-28T18:46:42.024Z,"4 km WSW of Kochkor-Ata, Kyrgyzstan",earthquake,,8.6,,4,reviewed,us,us
1992-05-07T06:23:36.150Z,41.175,144.7,12.7,6,mw,,,,0.9,us,usp000570t,2022-04-28T18:46:24.599Z,"201 km S of Kushiro, Japan",earthquake,,,,,reviewed,us,hrv
1992-03-13T17:18:39.980Z,39.71,39.605,27.2,6.7,mwb,,,,1.1,us,usp000547c,2022-04-28T18:52:09.822Z,"8 km W of Cimin, Turkey",earthquake,,,,,reviewed,us,us
1992-03-05T14:39:10.250Z,52.9,159.619,45.2,6.4,mwb,,,,1,us,usp00053wx,2022-04-28T18:51:21.544Z,"67 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,,,,,reviewed,us,us
1992-03-02T14:07:59.570Z,52.835,159.876,34.9,6,ms,,,,0.9,us,usp00053s0,2022-04-28T18:51:05.490Z,"85 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,,,,5,reviewed,us,us
1992-03-02T12:29:39.590Z,52.915,159.886,38.6,6.9,mwb,,,,1.1,us,usp00053rs,2022-04-28T18:51:03.861Z,"84 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,,,,,reviewed,us,us
1991-12-27T09:09:37.500Z,51.019,98.15,13.5,6.4,mw,,,,1.1,us,usp0005119,2022-04-28T18:58:21.490Z,"64 km NE of Kungurtug, Russia",earthquake,,,,,reviewed,us,hrv
1991-12-22T08:43:13.410Z,45.533,151.021,24.7,7.6,mw,,,,0.9,us,usp00050sq,2022-04-28T18:58:08.037Z,"248 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-12-19T01:33:40.430Z,45.253,151.176,27.2,6.8,mw,,,,1,us,usp00050mu,2022-04-28T18:57:55.263Z,"258 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-12-13T19:58:18.530Z,45.439,151.427,19.7,6.3,mw,,,,0.8,us,usp00050dg,2022-04-28T18:57:31.279Z,"279 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-12-13T19:55:09.550Z,45.435,151.27,48.2,6.4,mw,,,,0.9,us,usp00050df,2022-04-28T18:57:29.953Z,"266 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-12-13T18:59:06.560Z,45.521,151.707,18.7,6.5,mwb,,,,0.9,us,usp00050db,2022-04-28T18:57:27.363Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1991-12-13T05:45:29.030Z,45.567,151.53,25.8,6,mw,,,,0.8,us,usp00050c4,2022-04-28T18:57:25.926Z,"288 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-12-13T02:33:51.850Z,45.578,151.56,30,6.6,mw,,,,1.1,us,usp00050bq,2022-04-28T17:24:15.413Z,"290 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-12-07T11:59:00.910Z,45.475,151.391,49.8,6,mw,,,,1,us,usp000504p,2022-04-28T18:57:12.068Z,"276 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-11-26T19:40:48.570Z,42.051,142.523,56.3,6.4,mwb,,,,1,us,usp0004zq5,2022-04-28T19:00:22.934Z,"33 km SSE of Shizunai-furukawach?, Japan",earthquake,,,,,reviewed,us,us
1991-11-01T16:52:56.450Z,46.55,152.782,43,6,ms,,,,0.8,us,usp0004yq3,2014-11-07T00:49:31.323Z,"Kuril Islands",earthquake,,,,1,reviewed,us,us
1991-10-08T03:31:15.600Z,45.587,149.049,145.9,6,mw,,,,0.9,us,usp0004xhr,2022-04-28T19:00:49.226Z,"100 km ENE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-09-03T08:44:48.600Z,33.649,138.778,27.2,6.4,mwb,,,,1.1,us,usp0004w6p,2022-04-28T19:03:29.582Z,"115 km S of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1991-08-06T14:49:30.570Z,35.725,141.044,28.5,6,mwb,,,,0.9,us,usp0004v27,2022-04-28T19:04:38.086Z,"19 km E of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1991-07-14T09:09:11.910Z,36.334,71.119,212.9,6.7,mw,,,,1,us,usp0004u5k,2022-04-28T19:07:41.900Z,"53 km SW of Ashk?sham, Afghanistan",earthquake,,,,,reviewed,us,hrv
1991-07-13T12:15:13.320Z,48.738,154.933,40.5,6.2,mw,,,,1,us,usp0004u3w,2022-04-28T19:07:40.563Z,"232 km SSW of Severo-Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-06-15T00:59:20.310Z,42.461,44.009,9.4,6.3,mw,,,,1.2,us,usp0004sxm,2022-04-28T19:10:00.925Z,"9 km NE of Java, Georgia",earthquake,,,,,reviewed,us,hrv
1991-05-07T13:09:28.750Z,39.43,144.714,10,6.1,mw,,,,1,us,usp0004rce,2022-04-28T19:13:32.648Z,"237 km E of Yamada, Japan",earthquake,,,,,reviewed,us,nc
1991-04-29T18:30:41.520Z,42.503,43.899,14.3,6.1,mw,,,,1,us,usp0004r0h,2022-04-28T19:20:22.034Z,"11 km NNW of Java, Georgia",earthquake,,,,,reviewed,us,hrv
1991-04-29T09:12:48.100Z,42.453,43.673,17.2,7,mw,,,,1.2,us,usp0004qza,2022-04-28T19:19:50.183Z,"22 km WNW of Java, Georgia",earthquake,,,,,reviewed,us,hrv
1991-02-25T14:30:27.620Z,40.386,78.959,20.6,6,mw,,,,1,us,usp0004ndh,2022-04-28T19:24:49.058Z,"118 km WSW of Aykol, China",earthquake,,,,,reviewed,us,hrv
1991-02-16T01:23:40.440Z,48.268,154.328,38.9,6.1,mw,,,,0.9,us,usp0004mzv,2022-04-28T19:23:30.995Z,"297 km SSW of Severo-Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1991-01-31T23:03:33.670Z,35.993,70.423,142.4,6.9,mw,,,,1.2,us,usp0004mdh,2022-04-28T17:24:56.028Z,"77 km NW of P?r?n, Afghanistan",earthquake,,,,,reviewed,us,hrv
1990-12-19T13:48:22.690Z,52.618,160.716,21.7,6,mw,,,,1,us,usp0004jbn,2022-04-28T19:31:31.683Z,"147 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,,,,,reviewed,us,hrv
1990-11-12T12:28:51.520Z,42.959,78.071,19.1,6.4,mw,,,,1.2,us,usp0004gu0,2022-04-28T19:33:19.638Z,"35 km NW of Tyup, Kyrgyzstan",earthquake,,,,,reviewed,us,nc
1990-09-23T22:09:04.270Z,33.189,138.685,10,6.2,ms,,,,1.1,us,usp0004f02,2022-04-28T19:38:45.529Z,"162 km SSE of ?yama, Japan",earthquake,,,,7,reviewed,us,us
1990-09-23T21:13:07.460Z,33.267,138.643,10,6.5,mw,,,,1.3,us,usp0004f00,2022-04-28T19:38:43.112Z,"153 km SSE of ?yama, Japan",earthquake,,,,,reviewed,us,nc
1990-08-16T04:59:57.690Z,41.564,88.77,0,6.2,mb,,,,0.9,us,usp0004dfg,2015-06-16T17:27:57.801Z,"157 km SSW of Turpan, China",nuclear explosion,,,,134,reviewed,us,us
1990-08-05T03:36:22.290Z,36.31,141.072,26.6,6.1,mw,,,,0.9,us,usp0004cza,2022-04-28T19:39:39.751Z,"43 km E of ?arai, Japan",earthquake,,,,,reviewed,us,hrv
1990-08-03T09:15:06.150Z,47.963,84.961,33.4,6.2,mw,,,,1,us,usp0004cx1,2022-04-28T19:39:14.784Z,"55 km N of Zaysan, Kazakhstan",earthquake,,,,,reviewed,us,nc
1990-07-13T14:20:43.470Z,36.415,70.789,216.8,6.4,mw,,,,1.1,us,usp0004bt0,2022-04-28T19:42:28.941Z,"50 km S of Jurm, Afghanistan",earthquake,,,,,reviewed,us,hrv
1990-06-20T21:00:09.980Z,36.957,49.409,18.5,7.4,mw,,,,1.2,us,usp0004arq,2022-04-28T19:47:30.083Z,"23 km N of P?deg?n-e Manj?l, Iran",earthquake,,,,,reviewed,us,hrv
1990-06-14T12:47:28.820Z,47.869,85.076,57.9,6.6,mw,,,,1,us,usp0004agn,2022-04-28T19:46:32.907Z,"47 km NNE of Zaysan, Kazakhstan",earthquake,,,,,reviewed,us,hrv
1990-06-01T01:22:11.590Z,35.522,140.339,67,6.3,mw,,,,1,us,usp0004a05,2022-04-28T19:45:19.193Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
1990-05-15T14:25:20.690Z,36.043,70.428,113.1,6,mw,,,,1,us,usp00049b0,2022-04-28T19:48:59.233Z,"77 km SE of Farkh?r, Afghanistan",earthquake,,,,,reviewed,us,hrv
1990-05-12T04:50:08.710Z,49.037,141.847,605.7,7.2,mw,,,,0.8,us,usp000496v,2022-04-28T19:48:56.523Z,"16 km WSW of Uglegorsk, Russia",earthquake,,,,,reviewed,us,hrv
1990-05-11T13:10:20.290Z,41.82,130.858,578.5,6.3,mw,,,,0.9,us,usp0004962,2022-04-28T19:48:53.742Z,"67 km SE of Rajin, North Korea",earthquake,,,,,reviewed,us,nc
1990-04-26T09:37:45.380Z,36.239,100.254,9.6,6.3,mb,,,,1.1,us,usp00048gv,2022-04-28T19:53:06.213Z,"141 km WSW of Xining, China",earthquake,,,,9,reviewed,us,us
1990-04-26T09:37:15.040Z,35.986,100.245,8.1,6.5,mw,,,,1.2,us,usp00048gu,2022-04-29T20:57:28.155Z,"153 km WSW of Xining, China",earthquake,,,,,reviewed,us,hrv
1990-04-26T09:37:10.940Z,36.04,100.274,10,6.3,mw,,,,1,us,usp00048gt,2022-04-29T23:41:01.938Z,"148 km WSW of Xining, China",earthquake,,,,,reviewed,us,hrv
1990-04-17T01:59:33.400Z,39.436,74.9,33,6,mw,,,,1.2,us,usp000480r,2022-04-28T19:52:02.985Z,"93 km W of Kashgar, China",earthquake,,,,,reviewed,us,hrv
1990-04-11T20:51:12.190Z,35.474,135.451,362.3,6.1,mw,,,,0.8,us,usp00047tw,2022-04-28T19:51:59.375Z,"11 km ENE of Maizuru, Japan",earthquake,,,,,reviewed,us,hrv
1990-03-31T19:31:42.750Z,42.891,146.969,21,6,mw,,,,0.9,us,usp00047a7,2022-04-28T19:56:44.768Z,"102 km S of Shikotan, Russia",earthquake,,,,,reviewed,us,hrv
1990-03-25T14:17:18.820Z,37.034,72.942,33,6.3,ms,,,,1.3,us,usp0004722,2022-04-28T19:56:27.268Z,"56 km E of Khand?d, Afghanistan",earthquake,,,,5,reviewed,us,us
1990-03-05T20:47:00.760Z,36.907,73.021,12.2,6.2,mw,,,,1.1,us,usp000467n,2022-04-28T19:54:42.532Z,"62 km E of Khand?d, Afghanistan",earthquake,,,,,reviewed,us,hrv
1990-02-20T06:53:39.890Z,34.706,139.252,14.2,6.4,mw,,,,1.3,us,usp00045p0,2022-04-28T19:59:24.157Z,"28 km E of Shimoda, Japan",earthquake,,,,,reviewed,us,hrv
1990-02-05T05:16:46.150Z,37.047,71.25,109.9,6.3,mw,,,,1,us,usp000453m,2022-04-28T19:57:31.767Z,"42 km ENE of Jurm, Afghanistan",earthquake,,,,,reviewed,us,hrv
1990-01-20T01:27:09.800Z,35.832,52.954,24.5,6,mw,,,,1,us,usp00044fv,2022-04-28T20:02:33.062Z,"36 km E of Soleh Bon, Iran",earthquake,,,,,reviewed,us,hrv
1990-01-14T03:03:19.230Z,37.819,91.971,12.2,6,mw,,,,1.1,us,usp0004488,2022-04-28T20:01:55.334Z,"northern Qinghai, China",earthquake,,,,,reviewed,us,nc
1989-12-21T16:49:13.150Z,45.364,150.108,43.2,6,mw,,,,1,us,usp00043de,2022-04-28T20:05:17.018Z,"175 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1989-11-01T18:36:33.890Z,39.637,143.137,30.2,6,mb,,,,1,us,usp00041kh,2022-04-28T20:06:27.016Z,"102 km E of Miyako, Japan",earthquake,,,,40,reviewed,us,us
1989-11-01T18:25:34.940Z,39.837,142.76,28.6,7.4,mw,,,,1.1,us,usp00041kg,2022-04-28T20:06:21.165Z,"73 km ENE of Miyako, Japan",earthquake,,,,,reviewed,us,hrv
1989-10-29T05:25:38.270Z,39.571,143.333,9.6,6.9,mw,,,,1,us,usp00041dn,2022-04-28T20:10:01.685Z,"119 km E of Yamada, Japan",earthquake,,,,,reviewed,us,nc
1989-10-27T01:45:55.080Z,39.823,143.692,9.1,6.4,mw,,,,1,us,usp00041b1,2022-04-28T20:09:57.121Z,"151 km E of Miyako, Japan",earthquake,,,,,reviewed,us,nc
1989-10-26T17:06:41.620Z,39.812,143.539,8,6.2,mw,,,,0.9,us,usp00041af,2022-04-28T20:09:53.726Z,"138 km E of Miyako, Japan",earthquake,,,,,reviewed,us,nc
